Cops7b	1	86582904	86609375
Nppc	1	86666291	86670571
Prss56	1	87183313	87188405
Eif4e2	1	87213914	87240488
Efhd1	1	87264363	87310839
Gigyf2	1	87326998	87450796
Inpp5d	1	87620312	87720507
Atg16l1	1	87755870	87792428
Ugt1a7c	1	88095062	88220002
Gbx2	1	89927956	89931179
Ackr3	1	90203980	90216751
Per2	1	91415982	91459324
Hdac4	1	91928779	92180341
Olfr1416	1	92479681	92480619
Otos	1	92644218	92648841
Gpc1	1	92831645	92860779
Kif1a	1	93015464	93101951
Sned1	1	93235841	93301065
Hdlbp	1	93405940	93478815
Bok	1	93685660	93695764
Thap4	1	93701935	93754864
Atg4b	1	93751500	93790610
St8sia4	1	95587682	95667571
Slco4c1	1	96816270	96872171
Ppip5k2	1	97706048	97770411
Pam	1	97795114	98095646
Phlpp1	1	106171752	106394250
Kdsr	1	106720459	106759727
Cdh19	1	110888326	110977584
Tfcp2l1	1	118627945	118685168
Inhbb	1	119415465	119422248
Tmem37	1	120067377	120074074
Dbi	1	120113280	120121078
C1ql2	1	120340582	120343174
En1	1	120602418	120607992
Insig2	1	121304353	121332589
Slc35f5	1	125560595	125595820
Lypd1	1	125867622	125913101
Nckap5	1	125913620	126830799
Yod1	1	130717327	130724358
Pigr	1	130826684	130852249
Il10	1	131019845	131024974
Ikbke	1	131254343	131279606
Srgap2	1	131285251	131527352
Slc41a1	1	131827493	131848865
Slc45a3	1	131962967	131982969
Klhdc8a	1	132298626	132307357
Dstyk	1	132417555	132466958
Cntn2	1	132509427	132543256
Nfasc	1	132564690	132741797
Lrrn2	1	132880273	132940005
Gm28040	1	133309827	133329901
Snrpe	1	133603871	133610291
Zbed6	1	133619940	133661318
Ppfia4	1	134296783	134332928
Klhl12	1	134455531	134491018
Syt2	1	134646677	134762593
Elf3	1	135253575	135258568
Shisa4	1	135371057	135375237
Tmem9	1	136008150	136035342
Cacna1s	1	136052750	136119822
Zfp281	1	136624901	136630053
Zbtb41	1	139422383	139453007
Aspm	1	139454773	139494088
Cfh	1	140084708	140183764
Cdc73	1	143598800	143702893
B3galt2	1	143640664	143654614
Rgs13	1	144138654	144177372
Rgs1	1	144242296	144249242
Hmcn1	1	150562524	150993435
Ivns1abp	1	151344477	151364422
Trmt1l	1	151428542	151458161
Edem3	1	151755371	151822051
Rgl1	1	152516760	152766351
Arpc5	1	152766542	152775597
Smg7	1	152836995	152902646
Npl	1	153503015	153550045
Teddm2	1	153849542	153900228
Cacna1e	1	154390731	154884501
Ier5	1	155096361	155099636
BC034090	1	155212471	155244444
Qsox1	1	155776029	155812889
Soat1	1	156424525	156474331
Abl2	1	156558786	156649568
Ralgps2	1	156804166	156939626
Rasal2	1	157135182	157412595
Pappa2	1	158711727	158980490
Tnr	1	159523769	159931729
Tnn	1	160085029	160153580
Rc3h1	1	160906418	160974978
Serpinc1	1	160978585	161005863
Suco	1	161816114	161876682
Fmo4	1	162793188	162813972
Fmo6	1	162916551	162937515
Mroh9	1	163024302	163085670
Prrx1	1	163245119	163313710
Mettl11b	1	163702256	163725232
BC055324	1	163945993	163994796
Atp1b1	1	164437109	164458355
Tbx19	1	165137855	165160773
Dcaf6	1	165328698	165460475
Mpzl1	1	165592240	165634538
Pou2f1	1	165865154	166002678
Ildr2	1	166254139	166316823
Fam78b	1	167001417	167091302
Uck2	1	167222883	167285320
Mgst3	1	167371966	167393841
Lmx1a	1	167689237	167848741
Pbx1	1	168119364	168432270
Rgs4	1	169741477	169747642
Uhmk1	1	170193420	170215397
Gm7694	1	170298199	170306332
1700015E13Rik	1	170308803	170312125
Olfml2b	1	170644532	170682789
Mpz	1	171150711	171161130
Tomm40l	1	171216011	171222514
Pvrl4	1	171370099	171388598
Vangl2	1	172000960	172028444
Pigm	1	172376546	172384099
Igsf9	1	172481788	172498878
Tagln2	1	172500047	172507380
Slamf8	1	172581758	172590568
Olfr16	1	172956768	172957817
Cadm3	1	173333258	173367695
Olfr433	1	174041933	174042936
Olfr429	1	174084331	174089980
Olfr414	1	174424126	174431552
Grem2	1	174833785	174921819
Rgs7	1	175059087	175492500
Opn3	1	175662421	175692776
Akt3	1	177020073	177258203
Gm28062	1	178323074	178337728
Kif26b	1	178529125	178939200
Sccpdh	1	179668210	179687189
Ahctf1	1	179744894	179803680
Adck3	1	180165238	180199602
Parp1	1	180568924	180601254
Lin9	1	180641150	180690694
Capn2	1	182467260	182517608
Hlx	1	184727140	184732619
Mark1	1	184896789	184999570
Esrrg	1	187608791	188214885
Prox1	1	190118035	190170714
Nsl1	1	191063012	191086474
Fam71a	1	191162584	191164817
Tmem206	1	191325912	191350914
Dtl	1	191537356	191575544
Rcor3	1	192098546	192138062
Lamb3	1	193207699	193343878
Camk1g	1	193346346	193370298
Nmt2	2	3284212	3328877
Rpp38	2	3328949	3332643
Bend7	2	4717831	4802142
Mcm10	2	4989714	5012791
Camk1d	2	5293457	5714515
Upf2	2	5951469	6056703
Celf2	2	6539694	7509563
Kin	2	10080593	10092806
Pfkfb3	2	11471433	11554077
Rbm17	2	11585437	11604153
Itga8	2	12106632	12301922
Mrc1	2	14229392	14332057
Cacnb2	2	14603088	14987908
Nebl	2	17343909	17731464
Commd3	2	18672384	18676231
Pip4k2a	2	18842255	18998126
Armc3	2	19199302	19310241
Etl4	2	19909780	20810713
Gad2	2	22622205	22693874
Pdss1	2	22895522	22940266
Abi1	2	22940073	23040241
Acbd5	2	23068168	23114510
Yme1l1	2	23156369	23199260
Il1f6	2	24215418	24225702
Il1rn	2	24336853	24351494
Psd4	2	24367580	24414954
Cacna1b	2	24603887	24763152
Zmynd19	2	24949792	24962075
Tor4a	2	25192966	25196886
Rnf224	2	25234476	25236787
Ndor1	2	25244821	25256022
BC029214	2	25455141	25461094
Ptgds	2	25466709	25470046
Fcna	2	25624666	25628030
Lcn8	2	25653120	25656217
Lcn6	2	25676786	25681608
Camsap1	2	25926838	25983282
Nacc2	2	26055535	26123220
Qsox2	2	26208637	26237525
Gpsm1	2	26315515	26348237
Sec16a	2	26409431	26445216
Notch1	2	26457903	26516663
Fam69b	2	26628457	26636497
Surf4	2	26920040	26933928
Adamtsl2	2	27079379	27108981
Brd3	2	27445579	27507662
Col5a1	2	27886425	28039514
Olfm1	2	28192992	28230736
Gtf3c5	2	28566311	28583751
Barhl1	2	28907679	28916668
Setx	2	29124181	29182471
Rapgef1	2	29619720	29740978
Slc27a4	2	29802634	29817522
Set	2	30057378	30072577
Endog	2	30171493	30174069
Phyhd1	2	30266203	30282149
Nup188	2	30286397	30344266
Sh3glb2	2	30344809	30359337
Fam73b	2	30364233	30385521
Dolpp1	2	30392254	30400529
Ier5l	2	30471537	30474219
1700001O22Rik	2	30794769	30803661
Prrx2	2	30834972	30881251
Usp20	2	30982279	31023586
Ass1	2	31470207	31520672
Fubp3	2	31572651	31617526
Fibcd1	2	31813290	31846005
Aif1l	2	31950139	31973442
Prrc2b	2	32151082	32234537
Dnm1	2	32308471	32353329
Slc25a25	2	32414487	32451445
Fam102a	2	32535332	32569756
Tor2a	2	32757234	32762244
Ptrh1	2	32775786	32777597
Stxbp1	2	32787602	32847239
Fam129b	2	32876114	32925254
Ralgps1	2	33133417	33371486
Angptl2	2	33216069	33247717
Zbtb43	2	33450287	33468559
Lmx1b	2	33560965	33640511
Mvb12b	2	33729953	33887946
Pbx3	2	34171457	34373142
Hspa5	2	34771970	34777547
Fbxw2	2	34804514	34826311
Traf1	2	34941750	34961772
Cntrl	2	35109492	35178822
Rab14	2	35180205	35201120
Ttll11	2	35751241	35979913
Morn5	2	36049458	36079718
Ptgs1	2	36230426	36252272
Olfr342	2	36527414	36528352
Olfr356	2	36937121	36938068
Rc3h2	2	37370069	37422903
Rabgap1	2	37443279	37566454
Strbp	2	37483228	37703859
Lhx2	2	38339281	38369733
Nr5a1	2	38692656	38714542
Olfml2a	2	38931978	38963753
Scai	2	39066214	39190730
Lrp1b	2	40595248	42653598
Arhgap15	2	43748824	44395953
Zeb2	2	44983634	45117395
Acvr2a	2	48814109	48903269
Mbd5	2	48949510	49322284
Epc2	2	49451486	49551948
Kif5c	2	49619298	49774778
Lypd6b	2	49787688	49948849
Rnd3	2	51130438	51149111
Rif1	2	52072837	52122383
Nr4a2	2	57106830	57124003
Cytip	2	58129137	58195532
Ccdc148	2	58821697	59160683
Pkp4	2	59160850	59355208
Rbms1	2	60750193	60963192
Psmd14	2	61711694	61800376
Tbr1	2	61802930	61814114
Fap	2	62500943	62574075
Gca	2	62664285	62694109
Fign	2	63971507	64098038
Scn3a	2	65457118	65567627
Scn9a	2	66480080	66634962
B3galt1	2	67565871	68122689
Cers6	2	68861441	69114282
Nostrin	2	69135800	69189330
Ssb	2	69861562	69871846
Ubr3	2	69897246	70024013
Tlk1	2	70712407	70825728
Mettl8	2	70964561	71055583
Hat1	2	71388958	71441622
Dlx1	2	71528113	71533981
Rapgef4	2	71981240	72257474
Sp3	2	72936427	72980446
Ola1	2	73092801	73218924
Chrna1	2	73563215	73580338
Chn1	2	73610660	73775346
Hoxd10	2	74691924	74695105
Hoxd9	2	74697727	74700208
Gm28230	2	74726728	74747918
Hoxd1	2	74762980	74765142
Hnrnpa3	2	75659261	75669407
Fkbp7	2	76663044	76673116
Sestd1	2	77180340	77280592
Neurod1	2	79452521	79456751
Ssfa2	2	79635352	79672966
Nckap1	2	80500512	80581380
Zfp804a	2	82053222	82259879
Itgav	2	83724397	83806916
2700094K13Rik	2	84669215	84670770
Tmx2	2	84671316	84679140
Med19	2	84678402	84688215
Zdhhc5	2	84687970	84715180
P2rx3	2	84998583	85037462
Ssrp1	2	85037234	85047109
Olfr995	2	85438125	85439237
Olfr1000	2	85607964	85608908
Olfr1009	2	85721407	85722351
Olfr1016	2	85799339	85800268
Olfr1019	2	85840857	85841789
Olfr1020	2	85849454	85850407
Olfr1026	2	85923270	85924193
Olfr1036	2	86074742	86075674
Olfr1043	2	86162003	86162947
Olfr1044	2	86170871	86171815
Olfr52	2	86181150	86182109
Olfr1045	2	86197803	86198750
Olfr1054	2	86332416	86333354
Olfr1100	2	86977829	86978794
Olfr1109	2	87092457	87093395
Olfr1113	2	87212894	87213874
Olfr1121	2	87371534	87372478
Olfr1122	2	87387707	87388687
Olfr1129	2	87575086	87576030
Olfr1138	2	87737387	87738322
Olfr74	2	87973707	87974663
Olfr1164	2	88092954	88093934
Olfr1202	2	88817173	88818102
Olfr1206	2	88864607	88865530
Olfr1208	2	88896669	88897595
Olfr1256	2	89835023	89841133
Olfr48	2	89844066	89844971
Olfr1262	2	90000145	90003322
Olfr1270	2	90149090	90150004
C1qtnf4	2	90885860	90890525
Rapsn	2	91035620	91045729
Spi1	2	91082390	91115756
Nr1h3	2	91184061	91202834
Atg13	2	91674618	91710576
Harbi1	2	91710852	91721545
Ambra1	2	91730134	91918849
Syt13	2	92915098	92956058
Tspan18	2	93201760	93334505
Cd82	2	93419111	93463140
Gm13889	2	93955810	93957201
Hsd17b12	2	94032689	94157964
Lrrc4c	2	96318169	97631666
Ldlrad3	2	101950203	102186385
Trim44	2	102300119	102407828
Fjx1	2	102449366	102452499
Slc1a2	2	102658659	102790784
Cd44	2	102811141	102901665
Abtb2	2	103566310	103718423
Nat10	2	103721256	103761270
Caprin1	2	103762941	103797649
Lmo2	2	103957986	103981878
Fbxo3	2	104027721	104063240
A930018P22Rik	2	104122769	104124749
D430041D05Rik	2	104143073	104410334
Rcn1	2	105386291	105399319
Pax6	2	105668900	105697364
Mpped2	2	106693269	106868356
Kif18a	2	109280738	109341747
Bdnf	2	109674700	109727007
Lgr4	2	109917647	110014257
Bbox1	2	110262697	110314560
Fibin	2	110360917	110363183
Olfr1288	2	111478786	111479724
Olfr1299	2	111664228	111665166
Olfr1305	2	111872915	111873853
Slc12a6	2	112265825	112363163
Emc7	2	112454997	112472162
Ryr3	2	112631355	113217096
Fmn1	2	113327736	113716767
Spred1	2	117121374	117182279
Gpr176	2	118277110	118373419
Bahd1	2	118900377	118924528
Ccdc32	2	119017779	119029393
Rad51	2	119112793	119147445
Rmdn3	2	119137001	119157034
Ppp1r14d	2	119218119	119229906
Ino80	2	119373042	119477687
Ltk	2	119751320	119760431
Tyro3	2	119797733	119818104
Jmjd7	2	120027483	120032594
Pla2g4e	2	120166412	120245335
Vps39	2	120316461	120353137
Zfp106	2	120506820	120563843
Cdan1	2	120716154	120850128
Ubr1	2	120860269	120970715
Zscan29	2	121158273	121171125
Trp53bp1	2	121193281	121271407
Serinc4	2	121439059	121456781
Duox1	2	122315672	122347972
Sema6d	2	124089969	124667770
Cops2	2	125830304	125859139
Fgf7	2	126034658	126091185
Slc27a2	2	126552407	126588243
Gabpb1	2	126627442	126676337
Usp8	2	126707328	126759297
Trpm7	2	126791565	126876230
Itpripl1	2	127138772	127143442
Fahd2a	2	127436215	127444565
Kcnip3	2	127456498	127522094
Bcl2l11	2	128126038	128162547
Fbln7	2	128862981	128897034
Zc3h6	2	128967402	129018563
Ttl	2	129065942	129096283
1700020A23Rik	2	130405259	130406074
4930402H24Rik	2	130706200	130906406
Rnf24	2	131298064	131352892
Prnd	2	131950861	131956130
Pcna	2	132249162	132253314
Cds2	2	132263148	132312050
Prokr2	2	132337733	132385447
Gpcpd1	2	132529082	132587729
Trmt6	2	132804207	132816055
Crls1	2	132846666	132866785
Fermt1	2	132904389	132945906
Lamp5	2	136052239	136069917
Pak7	2	136081104	136387967
Ankef1	2	136501910	136562091
Snap25	2	136713453	136782428
Btbd3	2	138256565	138589292
Ism1	2	139678178	139758581
Flrt3	2	140650914	140671469
Kif16b	2	142617474	142901531
Snrpb2	2	143063039	143072853
Pcsk2	2	143546156	143816285
Slc24a3	2	145167754	145642166
Ralgapa2	2	146239879	146512026
Xrn2	2	147012996	147078000
Nkx2-2	2	147177546	147194243
Foxa2	2	148042877	148046969
Nxt1	2	148672601	148676027
Gzf1	2	148681023	148692949
Cstl1	2	148750358	148755433
Cst3	2	148871722	148875692
Syndig1	2	149829211	150004392
Cst7	2	150570415	150578944
Acss1	2	150618105	150668500
Abhd12	2	150832493	150904741
Nsfl1c	2	151494182	151511414
Rad21l	2	151645404	151668533
Psmf1	2	151715812	151744186
Tcf15	2	152143561	152149097
Csnk2a1	2	152226839	152281852
Sox12	2	152393611	152398063
Bcl2l1	2	152780668	152831728
Ttll9	2	152962485	153008482
Plagl2	2	153227759	153241426
Kif3b	2	153291413	153333390
Bpifb4	2	153938212	153964101
Bpifa5	2	154162607	154168450
Cbfa2t2	2	154436481	154539356
Necab3	2	154544399	154558890
E2f1	2	154559407	154569892
Itch	2	155133509	155226855
Trp53inp2	2	155381059	155389850
Ggt7	2	155490379	155518237
Acss2	2	155517948	155585724
Uqcc1	2	155846894	155930310
Ergic3	2	156008045	156018279
Rbm39	2	156147239	156180238
Ndrg3	2	156927345	156992056
Dsn1	2	156995265	157007154
Mroh8	2	157208550	157279549
Blcap	2	157556362	157571274
Ctnnbl1	2	157737401	157891614
Ralgapb	2	158409848	158499253
Ppp1r16b	2	158665398	158766334
Mafb	2	160363703	160367065
Zhx3	2	160748708	160872998
Ptprt	2	161521990	162661147
Gtsf1l	2	163087034	163087855
Hnf4a	2	163506808	163572910
Serinc3	2	163623272	163645131
Stk4	2	164070322	164155524
Wfdc2	2	164562413	164568510
Ctsa	2	164832873	164841032
Ncoa5	2	165000357	165034867
Elmo2	2	165288031	165326479
Prex1	2	166566342	166713832
Cse1l	2	166906040	166946389
Ptgis	2	167191805	167240604
B4galt5	2	167298444	167349183
Slc9a8	2	167421712	167477000
Snai1	2	167538195	167542814
Tmem189	2	167642608	167689822
Ptpn1	2	167932057	167979385
Fam65c	2	167980164	168010618
Pard6b	2	168081004	168101203
Atp9a	2	168634438	168742409
Bcas1	2	170346991	170427845
Cbln4	2	172036233	172043466
Mc3r	2	172248492	172251114
Aurka	2	172356190	172370535
Bmp7	2	172868012	172940321
Rbm38	2	173020498	173034734
Rab22a	2	173659760	173707343
Ctsz	2	174427493	174439039
Phactr3	2	178118975	178338492
Sycp2	2	178345293	178407685
Ss18l1	2	180042509	180070201
Dido1	2	180657964	180709999
Nkain4	2	180934772	180954699
Arfgap1	2	180967225	180982526
Gmeb2	2	181251449	181288035
Stmn3	2	181306459	181314500
Myt1	2	181763332	181827797
Pcmtd2	2	181837854	181857461
Zfhx4	3	5218526	5415857
UBC	3	5750806	5751295
Pkia	3	7366669	7445366
Hey1	3	8663359	8667256
Pag1	3	9687479	9833679
Pde7a	3	19223108	19311322
Dnajc5b	3	19508595	19610862
Tbl1xr1	3	22076652	22216594
Spata16	3	26637620	26983212
Ect2	3	27097222	27153878
Tnik	3	28263214	28675858
Eif5a2	3	28781276	28798846
Mynn	3	30602065	30619873
Prkci	3	30995747	31052959
Cldn11	3	31149920	31164324
Slc7a14	3	31202858	31310378
Pik3ca	3	32397671	32468486
Kcnmb3	3	32471588	32492231
Mfn1	3	32529465	32579239
Ttc14	3	33800195	33816634
Sox2	3	34650005	34652461
4932438A13Rik	3	36863106	37053033
Fgf2	3	37312519	37405377
Ankrd50	3	38449261	38484844
Fat4	3	38886940	39011985
Hspa4l	3	40744495	40796103
Pgrmc2	3	41066326	41083046
Jade1	3	41555731	41616864
Pcdh10	3	45378398	45435623
Ndufc1	3	51404677	51408988
Naa15	3	51415148	51476507
Setd7	3	51515319	51560879
Mgst2	3	51660360	51682677
Frem2	3	53513939	53657355
Exosc8	3	54728678	54735393
Spg20	3	55112108	55137322
Dclk1	3	55242526	55539064
Nbea	3	55625205	56183701
Pfn2	3	57841895	57847564
Selt	3	58576636	58593133
Mbnl1	3	60472830	60629750
Rap2b	3	61361638	61368430
B430305J03Rik	3	61362250	61365951
Gmps	3	63976106	64022579
Tiparp	3	65528410	65555518
Veph1	3	66053558	66296837
Ptx3	3	66219910	66225805
Shox2	3	66971727	66981771
Rsrc1	3	66981390	67358396
SCHIP1;	3	67892232	68626466
Smc4	3	69004738	69034623
Trim59	3	69035288	69044755
Ppm1l	3	69316861	69560802
Slitrk3	3	73047265	73057803
Serpini2	3	75242370	75270078
Rapgef2	3	79062516	79286517
Ppid	3	79591342	79603650
Gria2	3	80681450	80802835
Glrb	3	80843599	80913660
Pdgfc	3	81036416	81214040
Tdo2	3	81957090	81976202
Fgg	3	83007724	83015049
Fgb	3	83040141	83049863
Tlr2	3	83836272	83841767
Mnd1	3	84087933	84155786
Lrba	3	86224680	86782692
Kirrel	3	87078593	87174747
Ntrk1	3	87778244	87795162
Insrr	3	87796951	87816101
Paqr6	3	88364584	88368541
Mex3a	3	88532395	88541396
2810403A07Rik	3	88685794	88712933
Syt11	3	88744700	88775164
Ash1l	3	88950622	89079375
Fdps	3	89093592	89101967
Hcn3	3	89146074	89160196
Efna3	3	89313899	89322965
Cks1b	3	89415472	89418383
Shc1	3	89418443	89430027
Tpm3	3	90072649	90100902
Rab13	3	90213695	90226385
Crtc2	3	90254163	90264125
S100a14	3	90526849	90528837
S100a4	3	90603770	90606045
S100a5	3	90608523	90611780
S100a6	3	90612894	90614414
Prr9	3	92122204	92123947
Rptn	3	93393699	93399442
Rorc	3	94372831	94397839
Snx27	3	94497550	94582702
Pogz	3	94837567	94882326
Bnipl	3	95241271	95251193
Anxa9	3	95296096	95307176
Rprd2	3	95759873	95818953
Lix1l	3	96601133	96625352
Itga10	3	96645584	96664519
Rnf115	3	96727611	96791155
Notch2	3	98013538	98150367
Gm4450	3	98445675	98457073
Hsd3b5	3	98618636	98630309
Trim33	3	103279293	103358768
Syt6	3	103575231	103645569
Rsbn1	3	103914120	103966636
Magi3	3	104013259	104220374
Cttnbp2nl	3	105001915	105053146
Ddx20	3	105678270	105687574
Dram2	3	106547693	106575890
Kcna2	3	107101567	107106879
Csf1	3	107741048	107760469
Gstm5	3	107895821	107898686
Ampd2	3	108074062	108086651
Gnai3	3	108107280	108146146
Amigo1	3	108186335	108192286
Cyb561d1	3	108195687	108201212
Sypl2	3	108211472	108226648
Celsr2	3	108390851	108415552
5330417C22Rik	3	108455694	108536536
Fam102b	3	108970997	109027607
Vav3	3	109340653	109685698
Ntng1	3	109780040	110144011
Olfm3	3	114904078	115125722
Sass6	3	116595008	116630984
Hiat1	3	116631164	116681260
Lppr4	3	117319145	117360876
Dpyd	3	118562129	119432918
Arhgap29	3	121953326	122016151
Gclm	3	122245557	122269984
Dnttip2	3	122274414	122285269
Ndst3	3	123526166	123690852
Arsj	3	126363827	126440374
Camk2d	3	126596302	126844913
Ank2	3	126921606	127499259
Neurog2	3	127633136	127635631
Hadh	3	131233419	131272101
Sgms2	3	131318985	131344940
Gstcd	3	132981753	133092033
Ppa2	3	133310110	133378235
Bdh2	3	135281221	135304426
Ube2d3	3	135438297	135467178
Slc39a8	3	135825279	135888572
Ppp3ca	3	136670124	136937727
H2afz	3	137864487	137866922
Mttp	3	138089855	138143388
Rap1gds1	3	138925906	139075199
Bmpr1b	3	141837136	142169425
Lmo4	3	144188530	144205220
Col24a1	3	145292472	145552011
Ttll7	3	146852367	146984009
Fubp1	3	152210458	152236830
Fam73a	3	152273459	152340407
Usp33	3	152346478	152393612
St6galnac5	3	152817081	152982246
Msh4	3	153857149	153906138
Fpgt	3	155084918	155093403
Negr1	3	156561794	157316445
Ankrd13c	3	157947414	158006833
Depdc1a	3	159495433	159529955
Rpe65	3	159599233	159624799
Lyn	4	3678115	3813122
Sdr16c5	4	3995936	4019663
Nsmaf	4	6396207	6454271
Tox	4	6686353	6991557
Chd7	4	8690406	8867659
Trp53inp1	4	11156431	11174379
Ccne2	4	11191351	11204779
Gem	4	11704457	11714752
Pdp1	4	11958184	11966452
Otud6b	4	14809498	14826587
Necab1	4	14952245	15149794
Calb1	4	15881264	15908064
Decr1	4	15917240	15945507
Osgin2	4	15997121	16013888
Mmp16	4	17852893	18119145
Rmdn1	4	19575162	19606932
Wwp1	4	19608303	19708993
Fbxl4	4	22357543	22434091
Pou3f2	4	22482780	22488366
Fhl5	4	25199908	25242876
Fut9	4	25609332	25800244
Manea	4	26324506	26346891
Epha7	4	28813131	28967499
Bach2	4	32238804	32586108
Ube2j1	4	33031416	33052363
Gabrr2	4	33062999	33095865
Srsf12	4	33208991	33233340
Cnr1	4	33924593	33948831
Akirin2	4	34550937	34566908
Cga	4	34893779	34907370
Bag1	4	40936398	40948294
Nol6	4	41114427	41124455
Kif24	4	41390745	41464887
1110017D15Rik	4	41505009	41517333
Fam219a	4	41517691	41569538
Dnaic1	4	41569775	41638158
Cntfr	4	41657498	41697089
Sigmar1	4	41738493	41756157
Fam214b	4	43032414	43046220
Unc13b	4	43058953	43264871
Atp8b5	4	43267159	43373833
Tln1	4	43531519	43562691
Reck	4	43875530	43944806
Glipr2	4	43957401	43979118
Rnf38	4	44126210	44233789
Melk	4	44300876	44364675
Fbxo10	4	45034247	45084604
Frmpd1	4	45184875	45285936
Aldh1b1	4	45799022	45804604
Gabbr2	4	46662318	46991873
Anks6	4	47015669	47057306
Col15a1	4	47208161	47313167
Tgfbr1	4	47353222	47414931
Invs	4	48279760	48431954
Tmem246	4	49584506	49597876
Grin3a	4	49661611	49845744
Olfr275	4	52825399	52826358
Abca1	4	53030787	53159895
Zfp462	4	54945048	55083563
Klf4	4	55527143	55532466
Fam206a	4	56802345	56809601
Ctnnal1	4	56810935	56865188
Tmem245	4	56866923	56947437
Ptpn3	4	57190841	57301837
Musk	4	58285960	58374303
Olfr267	4	58784779	58785720
Ugcg	4	59189257	59222833
Slc31a2	4	62262562	62298411
Whrn	4	63414910	63495991
Tnfsf15	4	63727084	63745113
Tnc	4	63959785	64047015
Pappa	4	65124174	65357509
Astn2	4	65380803	66404611
Cdk5rap2	4	70216856	70410443
Megf9	4	70427065	70534995
Tle1	4	72117142	72200919
Frmd3	4	74013442	74202214
Kdm4c	4	74242497	74405860
Ptprd	4	75941238	78211961
Lurap1l	4	80910646	80955628
Mpdz	4	81278500	81442815
Nfib	4	82290173	82705750
Frem1	4	82897920	83052339
Ttc39b	4	83220300	83324255
Ccdc171	4	83525545	83864670
Sh3gl2	4	85205126	85639195
Adamtsl1	4	86053915	86428385
Rraga	4	86575668	86577285
Mllt3	4	87769925	88033364
Elavl2	4	91250763	91400785
Jun	4	95049034	95052222
Nfia	4	97772734	98118874
Inadl	4	98395785	98719603
Ror1	4	100095791	100444765
Cachd1	4	100776675	101029220
Dnajc6	4	101496648	101642799
Lepr	4	101717404	101815352
